Equipo,Componente,Id,Resultado,Horas Funcionamiento,Horas del Aceite,Fecha de Análisis,B,Nit,Oxi,Sul,St,V,Al,Cr,Cu,Fe,Pb,Mo,Ni,Sn,Si,K,Na,W,F,A,ISO,PQI,Ba,Ca,Mg,Mn,P,Zn,Ag,Ti,V40,V100,TBN,TAN,ISO14,ISO4,ISO6
1356,Masa Derecha,295805,2,28295,NULL,2019-05-17 00:00:00.000,105,NULL,NULL,NULL,NULL,0,1,1,0,40,0,0,2,0,37,0,7,N,NULL,NULL,23/20/14,17,0,366,3,1,312,20,0,0,NULL,25.3,NULL,NULL,14,23,20
1356,Masa Izquierda,295760,2,28295,NULL,2019-05-17 00:00:00.000,99,NULL,NULL,NULL,NULL,0,1,0,0,40,0,0,1,0,36,1,6,N,NULL,NULL,23/21/15,14,0,402,5,1,325,55,0,0,NULL,25.6,NULL,NULL,15,23,21
1356,Transmisión,157220,1,27755,40,2017-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,0,1,0,7,3,0,1,0,0,0,1,4,N,NULL,NULL,211914,4,0,2377,8,0,820,1020,0,0,NULL,11.3,NULL,NULL,14,21,19
1357,Masa Derecha,156981,1,27876,519,2017-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,0,0,1,0,8,0,0,1,0,8,0,1,N,NULL,NULL,201914,27,0,51,0,0,441,22,0,0,341.7,37.5,NULL,NULL,14,20,19
1357,Masa Izquierda,156986,1,27876,519,2017-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,0,0,1,0,5,0,0,1,0,8,1,2,N,NULL,NULL,212018,31,0,54,1,0,437,20,0,0,332.3,37.8,NULL,NULL,18,21,20
1359,Convertidor,207527,1,44006,712,2018-04-19 00:00:00.000,1.3,NULL,NULL,NULL,NULL,0.1,0.2,0.1,2.3,4.9,0.1,1,0.1,0.1,2.6,0.5,5.1,NULL,NULL,NULL,21/18/15,0,0.1,1961,10.5,0.1,870,1258,0.1,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1359,Convertidor,254269,1,46670,682,2018-10-06 00:00:00.000,0.9,NULL,NULL,NULL,NULL,0.1,2,0.1,0.9,4.2,0.3,3.2,0.1,0.1,3.7,0.7,2.7,NULL,NULL,NULL,NULL,0,0.2,1953,13.6,0.1,889,1155,0.1,0.5,10.73,NULL,NULL,NULL,NULL,NULL,NULL
1359,Convertidor,271498,1,48626,1240,2019-02-12 00:00:00.000,8.1,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.7,5.5,0.1,0.1,0.2,0.1,4.9,0.3,3.7,NULL,NULL,NULL,17/15/10,0,0.1,1664,10.9,0.1,760,971,0.1,0.4,11.52,NULL,NULL,NULL,NULL,NULL,NULL
1359,Convertidor,293562,1,49843,607,2019-05-07 00:00:00.000,2.2,NULL,NULL,NULL,NULL,0.1,1.4,0.1,0.3,6.1,0.3,0.1,0.1,0.1,7.6,0.1,1.4,NULL,NULL,NULL,15/13/11,0,0.1,1943,12.9,0.1,721,1092,0.1,0.1,10.74,NULL,NULL,NULL,NULL,NULL,NULL
1359,Convertidor,298014,3,50126,283,2019-05-26 00:00:00.000,1.5,NULL,NULL,NULL,NULL,0.4,1.7,0.1,0.5,6.6,0.1,3.1,0.4,0.1,4.9,0.1,1.2,NULL,NULL,NULL,21/19/16,0,0.1,2067,13.9,0.1,803,1094,0.1,0.1,10.62,NULL,NULL,NULL,NULL,NULL,NULL
1359,Diferencial Trasero,266618,3,48300,4004,2019-01-23 00:00:00.000,73.2,NULL,20.2,NULL,NULL,0.1,0.1,0.5,69.1,43.7,4.2,0.1,0.1,0.9,6.8,0.3,8.9,NULL,NULL,NULL,18/14/<1,0,0.1,224,2.4,0.6,260,40,0.1,0.1,23.73,NULL,NULL,1.7,NULL,NULL,NULL
1359,Diferencial Trasero,279967,3,49236,936,2019-03-21 00:00:00.000,72.6,NULL,13.4,NULL,NULL,0.1,0.1,0.3,46.6,20,4.6,0.3,1.3,1.8,0.6,0.1,5.1,NULL,NULL,NULL,19/17/11,0,0.1,489,4.7,0.3,266,161,0.2,0.1,20.96,NULL,NULL,1,NULL,NULL,NULL
1359,Mando Final TD,207568,1,43505,2618,2018-03-21 00:00:00.000,82.1,NULL,NULL,NULL,NULL,0.1,0.1,0.5,27.2,43.1,0.1,1.2,0.5,1.3,5.4,0.1,6.7,NULL,NULL,NULL,19/18/15,3,0.1,220,1.7,0.1,243,34.9,0.1,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1355,Diferencial Trasero,278634,1,22349,808,2019-03-14 00:00:00.000,104,4,9,13,0,0,1,0,37,25,3,0,1,1,11,0,10,N,NULL,NULL,222016,14,0,320,2,0,324,19,0,0,NULL,24.4,NULL,NULL,16,22,20
1355,Mando Final TI,278663,1,22349,808,2019-03-14 00:00:00.000,109,4,9,12,0,0,1,0,37,27,3,0,1,1,11,0,10,N,NULL,NULL,232015,15,0,337,2,0,332,21,0,0,NULL,24.8,NULL,NULL,15,23,20
1355,Mando Final TI,284026,2,22729,1188,2019-04-03 00:00:00.000,89,4,9,12,0,0,1,0,44,35,4,0,1,1,11,0,8,N,NULL,NULL,23/21/14,14,0,363,2,1,313,39,0,0,NULL,23.7,NULL,NULL,14,23,21
1355,Sist de Dirección,284113,1,22729,1188,2019-04-03 00:00:00.000,3,NULL,NULL,NULL,NULL,0,1,0,1,3,0,1,0,0,9,1,2,N,NULL,N,22/20/14,2,0,3296,15,0,912,1145,0,0,NULL,10.8,NULL,NULL,14,22,20
1355,Sist de Dirección,294793,2,23153,424,2019-05-12 00:00:00.000,3,NULL,NULL,NULL,NULL,0,1,0,1,2,0,1,0,0,14,1,2,N,NULL,N,22/21/14,5,1,3685,13,0,929,1172,0,0,NULL,10.3,NULL,NULL,14,22,21
1355,Transmisión,278572,1,22349,808,2019-03-14 00:00:00.000,4,NULL,NULL,NULL,NULL,0,1,0,4,5,0,1,0,0,6,2,4,N,NULL,N,221813,7,0,3241,11,0,956,1169,0,0,NULL,10.8,NULL,NULL,13,22,18
1356,Mando Final TI,155980,1,27624,258,2017-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,0,1,1,17,9,2,0,0,1,10,1,2,N,NULL,NULL,221915,39,0,2092,6,0,770,919,0,0,NULL,24.7,NULL,NULL,15,22,19
1356,Motor,299732,1,28553,176,2019-06-03 00:00:00.000,93,5,15,22,13,0,1,0,1,8,0,63,0,0,4,0,9,N,N,N,NULL,6,0,1840,382,0,1057,1237,0,0,NULL,14.8,9.9,NULL,NULL,NULL,NULL
1357,Sist. Hidráulico,156989,1,27876,1050,2017-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,0,3,1,1,7,1,1,3,0,19,2,3,N,NULL,NULL,201913,1,0,2591,8,0,834,1041,0,0,NULL,7,NULL,NULL,13,20,19
1359,Convertidor,207529,1,44460,222,2018-05-19 00:00:00.000,1.4,NULL,NULL,NULL,NULL,1.2,0.1,0.2,0.6,3.8,0.1,0.8,0.1,0.1,8.5,0.3,2.3,NULL,NULL,NULL,20/18/13,0,0.1,1999,14.5,0.1,836,1185,0.1,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1359,Convertidor,254897,1,46874,886,2018-10-20 00:00:00.000,1.1,NULL,NULL,NULL,NULL,0.1,2.1,0.1,1.1,4.7,0.3,4.5,0.4,0.1,3.8,0.3,2.8,NULL,NULL,NULL,19/17/13,0,0.2,2264,14.2,0.1,432,1152,0.1,0.2,10.73,NULL,NULL,NULL,NULL,NULL,NULL
1359,Convertidor,288669,1,49535,299,2019-04-18 00:00:00.000,2.5,NULL,NULL,NULL,NULL,0.3,2,0.1,0.6,3.5,0.1,3.2,0.5,0.1,8.7,1.2,2.3,NULL,NULL,NULL,15/14/12,0,0.2,2061,14.5,0.6,707,1144,0.1,0.2,10.79,NULL,NULL,NULL,NULL,NULL,NULL
1359,Diferencial Trasero,207554,1,43266,2379,2018-03-07 00:00:00.000,185,NULL,18.99,NULL,NULL,0.1,0.8,0.4,26.1,39.8,0.1,0.1,0.9,0.1,3.2,0.1,6.3,NULL,NULL,NULL,19/17/14,0,0.1,167,1.4,0.1,261,31.2,0.1,0.1,NULL,NULL,NULL,1.2,NULL,NULL,NULL
1359,Diferencial Trasero,254907,3,46874,2578,2018-10-20 00:00:00.000,84.3,NULL,NULL,NULL,NULL,0.1,0.2,0.4,69.6,44.6,8.9,0.1,0.9,2.5,5.2,0.1,8.6,NULL,NULL,NULL,17/16/12,7,0.1,268,3.3,0.4,169,54.2,0.1,0.1,24.02,NULL,NULL,NULL,NULL,NULL,NULL
1359,Diferencial Trasero,262029,3,48005,3709,2019-01-04 00:00:00.000,86.4,NULL,NULL,NULL,NULL,0.1,0.1,0.5,72.3,63.4,8.2,0.1,0.6,0.1,5.6,0.3,8.6,NULL,NULL,NULL,20/17/13,0,0.1,259,3.3,0.1,267,57.2,0.1,0.4,25,NULL,NULL,NULL,NULL,NULL,NULL
1359,Diferencial Trasero,275596,3,48940,640,2019-03-03 00:00:00.000,73.3,NULL,12.65,NULL,NULL,0.1,0.1,0.3,40.4,23.5,1.8,0.1,0.9,0.1,2.2,0.5,5.7,NULL,NULL,NULL,19/17/14,0,0.1,461,3.3,0.3,301,195,0.1,0.2,20.96,NULL,NULL,1.2,NULL,NULL,NULL
1359,Mando Final TD,207569,1,43742,2855,2018-04-04 00:00:00.000,81.2,NULL,NULL,NULL,NULL,0.1,0.7,0.5,29.7,38.6,0.3,1,1.4,0.9,2.6,0.6,7,NULL,NULL,NULL,17/15/9,0,0.1,283,3.3,0.5,230,58.1,0.1,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TD,253193,1,47386,3090,2018-11-24 00:00:00.000,78.4,NULL,NULL,NULL,NULL,0.3,0.1,0.4,60.8,41.2,6.4,0.4,0.8,3.4,4.8,0.3,6.1,NULL,NULL,NULL,21/18/15,9,0.1,277,2.6,0.9,216,39.7,0.1,0.1,24.14,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TD,254912,3,46874,2578,2018-10-20 00:00:00.000,80.2,NULL,NULL,NULL,NULL,0.1,0.8,0.3,64.5,41.6,8.1,0.1,1,1,4.8,0.3,8.9,NULL,NULL,NULL,20/16/11,7,0.1,258,2.3,0.7,165,42.8,0.1,0.1,24.02,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TI,254910,3,46874,2578,2018-10-20 00:00:00.000,81.4,NULL,NULL,NULL,NULL,0.1,0.2,0.2,67.1,42.3,8.2,1.4,0.7,1.4,4.7,0.2,8.7,NULL,NULL,NULL,22/19/<1,8,0.1,265,2.8,0.5,166,48.7,0.1,0.1,24.02,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TI,271504,3,48626,326,2019-02-12 00:00:00.000,71.9,NULL,NULL,NULL,NULL,0.1,0.1,0.3,29.1,16.2,2,0.1,1.1,0.1,3.8,0.1,6.2,NULL,NULL,NULL,18/15/12,0,0.1,504,3.7,0.3,306,178,0.1,0.1,20.98,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TI,293568,1,49843,479,2019-05-07 00:00:00.000,85.8,NULL,NULL,NULL,NULL,0.1,0.1,0.1,25.4,10.9,3.2,0.1,0.1,1.1,2.8,0.1,5.6,NULL,NULL,NULL,19/16/12,0,0.1,270,6.3,0.1,219,48.7,0.1,0.1,23.1,NULL,NULL,NULL,NULL,NULL,NULL
1355,Convertidor,284130,1,22729,380,2019-04-03 00:00:00.000,3,NULL,NULL,NULL,NULL,0,1,0,2,4,0,1,0,0,6,0,1,N,NULL,NULL,21/18/14,6,0,3307,11,0,884,1104,0,0,NULL,10.9,NULL,NULL,14,21,18
1355,Mando Final TD,278666,1,22349,808,2019-03-14 00:00:00.000,106,4,9,12,0,0,0,0,36,26,3,0,1,1,10,0,10,N,NULL,NULL,232012,10,0,330,2,0,325,21,0,0,NULL,24.6,NULL,NULL,12,23,20
1355,Masa Derecha,294815,1,23153,424,2019-05-12 00:00:00.000,101,NULL,NULL,NULL,NULL,0,0,0,0,16,0,0,2,0,10,0,4,N,NULL,NULL,22/20/16,2,0,361,2,0,331,21,0,0,NULL,24,NULL,NULL,16,22,20
1355,Masa Izquierda,284178,1,22729,380,2019-04-03 00:00:00.000,101,NULL,NULL,NULL,NULL,0,0,0,0,12,0,0,2,0,9,0,4,N,NULL,NULL,22/19/15,6,0,359,4,0,328,28,0,0,NULL,23.6,NULL,NULL,15,22,19
1355,Sist. Hidráulico,284077,1,22729,779,2019-04-03 00:00:00.000,3,NULL,NULL,NULL,NULL,0,2,1,2,7,0,0,2,0,17,0,1,N,NULL,N,22/19/14,2,11,3117,11,0,917,1144,0,0,NULL,6.3,NULL,NULL,14,22,19
1355,Transmisión,294803,1,23153,804,2019-05-12 00:00:00.000,3,NULL,NULL,NULL,NULL,0,1,0,2,4,0,1,0,0,5,1,1,N,NULL,N,22/17/12,7,0,3637,9,0,924,1156,0,0,NULL,10.9,NULL,NULL,12,22,17
1356,Convertidor,295755,1,28295,NULL,2019-05-17 00:00:00.000,3,NULL,NULL,NULL,NULL,0,1,0,7,6,0,1,0,0,5,2,5,N,NULL,NULL,22/18/13,7,0,2857,10,0,932,1169,0,0,NULL,10.8,NULL,NULL,13,22,18
1356,Mando Final TD,295744,1,28295,NULL,2019-05-17 00:00:00.000,99,3,5,10,0,0,0,0,14,11,1,0,0,1,8,0,5,N,NULL,NULL,G-NM1,6,0,379,3,0,320,36,0,0,NULL,25.4,NULL,NULL,14,22,19
1356,Sist de Dirección,295750,2,28295,NULL,2019-05-17 00:00:00.000,3,NULL,NULL,NULL,NULL,0,2,0,2,3,0,1,0,0,8,2,4,N,NULL,N,21/20/11,3,0,3091,13,0,935,1156,0,0,NULL,10.5,NULL,NULL,11,21,20
1359,Convertidor,207524,1,43266,313,2018-03-07 00:00:00.000,3.6,NULL,NULL,NULL,NULL,0.1,1.4,0.1,1.9,4.6,0.1,0.1,0.1,0.1,5,0.1,7.6,NULL,NULL,NULL,20/17/15,0,0.1,2209,9.2,0.1,916,1167,0.1,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1359,Convertidor,253178,1,47118,244,2018-11-04 00:00:00.000,1.6,NULL,NULL,NULL,NULL,0.1,1.7,0.1,0.9,5.7,0.1,4.2,0.1,0.1,8.9,1.9,3.6,NULL,NULL,NULL,21/18/14,0,0.2,1917,20.6,0.1,743,1026,0.1,0.3,10.8,NULL,NULL,NULL,NULL,NULL,NULL
1359,Convertidor,262024,3,48005,619,2019-01-04 00:00:00.000,1,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.7,4.3,0.1,0.5,0.1,0.1,5.6,0.6,2.9,NULL,NULL,NULL,22/21/17,0,0.1,1973,11.5,0.1,871,1123,0.1,0.3,11.05,NULL,NULL,NULL,NULL,NULL,NULL
1359,Convertidor,275591,1,48940,314,2019-03-03 00:00:00.000,4.8,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.6,3.9,0.1,0.1,0.2,0.1,3.6,0.5,2.3,NULL,NULL,NULL,20/18/15,0,0.1,1868,9.9,0.1,910,1138,0.1,0.1,11.13,NULL,NULL,NULL,NULL,NULL,NULL
1359,Diferencial Trasero,207556,1,43742,2855,2018-04-04 00:00:00.000,82.2,NULL,18.69,NULL,NULL,0.1,0.2,0.5,28.9,38.2,0.1,0.8,0.8,1.8,3.6,0.3,8.7,NULL,NULL,NULL,19/17/12,0,0.1,283,3.1,0.3,232,62.5,0.1,0.1,NULL,NULL,NULL,1.2,NULL,NULL,NULL
1359,Diferencial Trasero,207558,1,44238,3351,2018-05-02 00:00:00.000,74.9,NULL,18.3,NULL,NULL,0.1,0.1,0.5,27.3,48.7,0.2,0.1,0.1,0.1,1.9,0.3,8,NULL,NULL,NULL,18/15/11,0,0.1,330,2.7,0.1,307,129,0.1,0.1,NULL,NULL,NULL,1.2,NULL,NULL,NULL
1359,Diferencial Trasero,254908,3,46874,2578,2018-10-20 00:00:00.000,84.3,NULL,NULL,NULL,NULL,0.1,0.2,0.4,69.6,44.6,8.9,0.1,0.9,2.5,5.2,0.1,8.6,NULL,NULL,NULL,17/16/12,7,0.1,268,3.3,0.4,169,54.2,0.1,0.1,24.02,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TD,205031,1,44460,NULL,2018-05-19 00:00:00.000,101,NULL,NULL,NULL,NULL,0,0,0,17,20,2,0,0,0,5,0,7,N,NULL,NULL,201715,19,0,441,2,0,343,67,0,0,NULL,23.7,NULL,NULL,15,20,17
1359,Mando Final TD,207572,1,44460,164,2018-05-19 00:00:00.000,89,NULL,NULL,NULL,NULL,0.8,0.1,0.3,14.5,23.3,1,1.2,0.1,0.1,6.8,0.1,5.4,NULL,NULL,NULL,19/16/12,0,0.1,255,3.5,0.1,244,53,0.1,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TD,266620,3,48300,4004,2019-01-23 00:00:00.000,80.9,NULL,NULL,NULL,NULL,0.1,0.1,0.5,77.9,55.1,7.2,0.1,0.8,1.4,7.6,0.2,8.2,NULL,NULL,NULL,18/15/10,0,0.1,244,2.6,0.1,231,48.1,0.1,0.1,23.73,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TD,293569,1,49843,479,2019-05-07 00:00:00.000,85.8,NULL,NULL,NULL,NULL,0.1,0.1,0.1,25.5,10.2,1.9,0.1,0.1,1.8,2.7,0.1,5.1,NULL,NULL,NULL,19/16/12,0,0.1,264,4.6,0.1,215,51.9,0.1,0.2,23.08,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TI,205032,1,44460,NULL,2018-05-19 00:00:00.000,95,NULL,NULL,NULL,NULL,0,0,0,16,20,2,0,1,0,4,1,6,N,NULL,NULL,211816,24,0,466,3,0,353,73,0,0,NULL,23.9,NULL,NULL,16,21,18
1359,Mando Final TI,254275,3,46670,2374,2018-10-06 00:00:00.000,84.7,NULL,NULL,NULL,NULL,0.1,0.1,0.1,65.4,40.8,7.7,0.1,0.4,4.5,4.8,0.4,8.5,NULL,NULL,NULL,NULL,11,0.1,272,3.9,0.1,171,60.8,0.1,0.8,23.99,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TI,275597,3,48940,640,2019-03-03 00:00:00.000,73.5,NULL,NULL,NULL,NULL,0.1,0.1,0.2,37.9,24.8,2.7,0.1,0.6,0.1,4.6,0.3,5,NULL,NULL,NULL,19/16/13,0,0.1,425,3.2,0.2,319,183,0.1,0.1,20.97,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TD,254911,3,46874,2578,2018-10-20 00:00:00.000,80.2,NULL,NULL,NULL,NULL,0.1,0.8,0.3,64.5,41.6,8.1,0.1,1,1,4.8,0.3,8.9,NULL,NULL,NULL,20/16/11,7,0.1,258,2.3,0.7,165,42.8,0.1,0.1,24.02,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TI,207562,1,43505,2618,2018-03-21 00:00:00.000,83.2,NULL,NULL,NULL,NULL,0.1,0.1,0.4,28.3,44.4,0.1,1.3,0.5,1.6,4.4,0.1,7,NULL,NULL,NULL,17/16/12,1,0.1,236,2,0.1,237,35.3,0.1,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TI,207563,1,43742,2855,2018-04-04 00:00:00.000,84.9,NULL,NULL,NULL,NULL,0.1,0.9,0.5,30.2,41.6,0.8,0.9,1.4,1.3,1.8,1,8.9,NULL,NULL,NULL,17/15/9,0,0.1,321,6,0.6,250,70.6,0.1,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TI,207564,1,44006,3119,2018-04-19 00:00:00.000,76.7,NULL,NULL,NULL,NULL,0.1,0.1,0.4,27,49.2,0.5,0.4,0.4,0.1,2.6,0.1,8.4,NULL,NULL,NULL,17/15/<1,7,0.1,303,2.5,0.1,297,102,0.1,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TI,262030,3,48005,3709,2019-01-04 00:00:00.000,85.6,NULL,NULL,NULL,NULL,0.1,0.1,0.5,78.6,64.1,7.8,0.1,0.6,0.5,4.6,0.3,8.6,NULL,NULL,NULL,19/15/10,0,0.1,249,3,0.1,261,61.7,0.1,0.1,25,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TI,288675,1,49535,171,2019-04-18 00:00:00.000,79.3,NULL,NULL,NULL,NULL,0.1,1.2,0.1,14.9,7.1,0.1,1.3,0.7,0.1,3.5,0.8,6.1,NULL,NULL,NULL,18/15/12,0,0.1,283,5.4,0.3,194,38.3,0.1,0.1,23.04,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TI,298023,1,50126,762,2019-05-26 00:00:00.000,84.8,NULL,NULL,NULL,NULL,0.1,0.1,0.1,31,11,1.7,0.7,0.2,0.8,2.6,0.1,5.1,NULL,NULL,NULL,17/14/11,0,0.1,262,4.7,0.1,223,44.1,0.1,0.1,23.31,NULL,NULL,NULL,NULL,NULL,NULL
1359,Masa Derecha,207548,1,43266,216,2018-03-07 00:00:00.000,201,NULL,NULL,NULL,NULL,0.1,0.5,0.1,0.1,13,0.1,0.1,0.6,0.1,1.1,0.1,7.1,NULL,NULL,NULL,21/19/13,0,0.1,157,2,0.1,247,10.2,0.1,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1359,Masa Derecha,207553,1,44460,955,2018-05-19 00:00:00.000,94.7,NULL,NULL,NULL,NULL,0.1,0.1,0.3,0.1,26.6,0.1,1,0.1,0.1,3.2,0.1,3.8,NULL,NULL,NULL,22/19/13,6,0.1,177,1.6,0.1,238,7.7,0.1,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1359,Masa Derecha,254906,1,46874,204,2018-10-20 00:00:00.000,94.9,NULL,NULL,NULL,NULL,0.1,0.2,0.1,0.1,11.5,0.3,0.7,0.1,0.1,0.4,0.2,4.5,NULL,NULL,NULL,22/19/14,0,0.1,201,1.5,0.1,158,9.5,0.1,0.1,24.17,NULL,NULL,NULL,NULL,NULL,NULL
1359,Masa Derecha,288673,1,49535,595,2019-04-18 00:00:00.000,76.4,NULL,NULL,NULL,NULL,0.2,1.2,0.3,0.2,16.9,0.1,1.4,0.5,0.1,6.2,1.1,7,NULL,NULL,NULL,20/18/14,0,0.1,346,7.4,0.8,209,71.1,0.1,0.6,22.39,NULL,NULL,NULL,NULL,NULL,NULL
1359,Masa Derecha,293566,1,49843,308,2019-05-07 00:00:00.000,88.6,NULL,NULL,NULL,NULL,0.1,0.1,0.1,0.1,10,0.1,0.1,0.1,0.1,3.1,0.1,3.7,NULL,NULL,NULL,20/18/14,0,0.1,226,2.4,0.1,215,29.8,0.1,0.1,23.38,NULL,NULL,NULL,NULL,NULL,NULL
1359,Masa Izquierda,275594,3,48940,640,2019-03-03 00:00:00.000,59.9,NULL,NULL,NULL,NULL,0.1,0.1,0.4,0.1,31.1,0.1,0.1,1,0.1,12,0.2,4.3,NULL,NULL,NULL,19/17/13,0,0.1,415,3,0.4,281,212,0.1,0.1,20.08,NULL,NULL,NULL,NULL,NULL,NULL
1359,Motor,205033,1,44460,NULL,2018-05-19 00:00:00.000,125,6,16,22,26,0,2,0,1,24,0,65,0,0,3,0,2,N,N,N,NULL,3,0,1902,380,0,1092,1302,0,0,NULL,14.4,NULL,NULL,NULL,NULL,NULL
1359,Motor,253079,1,47386,NULL,2018-11-24 00:00:00.000,NULL,5,14,19,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1359,Motor,258260,1,47672,NULL,2018-12-15 00:00:00.000,NULL,6,15,21,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1359,Sist de Dirección,293564,3,49843,308,2019-05-07 00:00:00.000,1.2,NULL,7.1,NULL,NULL,0.1,0.7,0.1,0.1,2.7,0.3,0.2,0.1,0.1,8.1,0.1,0.9,NULL,NULL,NULL,20/18/16,0,0.1,1894,14.7,0.1,805,1174,0.1,0.2,10.71,NULL,NULL,1.8,NULL,NULL,NULL
1359,Sist. Hidráulico,205037,1,44460,NULL,2018-05-19 00:00:00.000,1,NULL,NULL,NULL,NULL,0,2,0,1,7,1,0,0,0,11,1,3,N,NULL,NULL,211914,3,0,3053,8,0,835,1067,0,0,NULL,6.7,NULL,NULL,14,21,19
1359,Sist. Hidráulico,207532,1,43742,237,2018-04-04 00:00:00.000,3.6,NULL,6.86,NULL,NULL,1.5,3.9,0.6,2.1,10.5,0.1,5.2,1.2,0.1,15.8,1.9,4.2,NULL,NULL,NULL,21/19/15,0,0.1,1849,20.8,0.5,812,1172,0.1,0.2,NULL,NULL,NULL,1.9,NULL,NULL,NULL
1359,Sist. Hidráulico,253181,3,47386,3881,2018-11-24 00:00:00.000,1,NULL,NULL,NULL,NULL,0.4,2.5,0.7,1.7,11.8,0.4,3.4,3.1,0.1,12.8,1.9,4.3,NULL,NULL,NULL,22/21/15,0,0.1,1882,17,0.3,897,1241,0.1,0.3,6.35,NULL,NULL,NULL,NULL,NULL,NULL
1359,Sist. Hidráulico,271499,3,48626,954,2019-02-12 00:00:00.000,0.6,NULL,6.8,NULL,NULL,0.1,0.3,0.6,0.5,8.4,0.1,0.1,2.8,0.1,16,1,4,NULL,NULL,NULL,20/19/14,0,0.1,1830,12.5,0.1,980,1252,0.1,0.1,6.58,NULL,NULL,1.4,NULL,NULL,NULL
1359,Sist. Hidráulico,275592,1,48940,1268,2019-03-03 00:00:00.000,0.5,NULL,6.5,NULL,NULL,0.1,1.4,0.7,0.8,8.1,0.1,0.1,0.9,0.1,12.1,1.4,3.8,NULL,NULL,NULL,20/18/15,0,0.1,1856,12.5,0.1,1073,1571,0.1,0.1,6.58,NULL,NULL,1.9,NULL,NULL,NULL
1359,Mando Final TI,253190,1,47118,2822,2018-11-04 00:00:00.000,73.8,NULL,NULL,NULL,NULL,0.1,1.8,0.3,58.2,42.3,3.8,1,1,2.7,4.8,0.7,8.4,NULL,NULL,NULL,19/16/9,10,0.2,279,8.5,0.9,138,35.3,0.1,0.7,24.11,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TI,253191,1,47386,3090,2018-11-24 00:00:00.000,79.6,NULL,NULL,NULL,NULL,0.1,0.2,0.4,60.8,41.9,6.2,0.3,0.7,2.8,4.8,0.3,8.9,NULL,NULL,NULL,17/14/11,10,0.1,278,2.9,0.8,217,44.4,0.1,0.1,24.15,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TI,266619,3,48300,4004,2019-01-23 00:00:00.000,81.5,NULL,NULL,NULL,NULL,0.1,0.1,0.5,81.4,55.1,7.1,0.8,0.5,0.7,7.2,0.2,8.8,NULL,NULL,NULL,18/15/11,0,0.1,252,2.8,0.1,220,47.9,0.1,0.1,23.73,NULL,NULL,NULL,NULL,NULL,NULL
1359,Mando Final TI,279968,3,49236,936,2019-03-21 00:00:00.000,75.7,NULL,NULL,NULL,NULL,0.1,0.2,0.4,48.6,22.5,5.5,0.4,1.6,1.9,0.9,0.1,5.4,NULL,NULL,NULL,19/17/11,0,0.1,522,4.8,0.4,273,166,0.2,0.1,20.96,NULL,NULL,NULL,NULL,NULL,NULL
